proposed_ARI,proposed_NMI,proposed_Silhouette,proposed_Dunn,proposed_Davies-Bouldin,proposed_MAE,baseline_ARI,baseline_NMI,baseline_Silhouette,baseline_Dunn,baseline_Davies-Bouldin,baseline_MAE,gt_centralized_ARI,gt_centralized_NMI,gt_centralized_Silhouette,gt_centralized_Dunn,gt_centralized_Davies-Bouldin,gt_centralized_MAE
0.9905687728482574,0.9898515431299104,0.7636939,0.032787498,0.3266774623411901,15.878419876098633,0.4653443019688354,0.7394379802316723,0.26202652,0.0011414055,0.7493034146796562,45.164466857910156,1.0,1.0,0.76773274,0.040199146,0.3248533899699236,0.9342705011367798
0.9742082723804114,0.9771060184329895,0.7428175,0.0057447213,0.3338622880148288,20.19858169555664,0.49709220656641956,0.7744922847985305,0.50123733,0.0027739014,0.8058829494681424,35.565696716308594,1.0,1.0000000000000002,0.7584034,0.06552695,0.31759519617408327,0.6957853436470032
0.9828082635627645,0.9820634368343643,0.7299235,0.02666053,0.40426757011760744,12.962106704711914,0.56236044119054,0.793897562759542,0.4114552,0.00365085,0.8868246157022943,37.82107162475586,0.9963803029870054,0.9958352445985118,0.7315296,0.01742481,0.4009394631635569,1.1208057403564453
0.8796793002380351,0.9366085315450163,0.63346225,0.0037120234,0.46465732408553084,15.440177917480469,0.7365380700026285,0.8796219143541447,0.63093776,0.0025591373,0.47729728458969695,23.163768768310547,1.0,1.0,0.73734426,0.03787335,0.3475325193284755,0.6386984586715698
0.9863434611846738,0.9885655134758812,0.7509741,0.021510977,0.33899202321747435,12.454490661621094,0.25647872841934694,0.6034370109419727,0.35637468,0.0030702755,0.8612737045206377,69.73036193847656,0.9976736018981125,0.9975425587589883,0.7526376,0.029983433,0.33540848526764233,0.9563045501708984
0.967151911507206,0.9701183049286407,0.71670246,0.010043475,0.40467526706018936,13.09208869934082,0.6486496285445554,0.8599641316237778,0.57943565,0.00672877,0.6510346293695343,32.73601531982422,0.997789267637196,0.9970881338798195,0.72951305,0.045780603,0.401136324979368,0.9327282905578613
0.936467481634922,0.9528759792072841,0.70101374,0.0022389477,0.38276846001105147,17.0063533782959,0.6740175090282514,0.8456966235903249,0.509636,0.0022003243,0.8300150597420994,24.754079818725586,0.998498184729646,0.9980537443983688,0.73044944,0.039022524,0.3591195616313529,0.611039936542511
0.9310165599494606,0.9558046024806942,0.6651175,0.01109172,0.40858002356483547,17.015127182006836,0.4110179881740226,0.7059378086429089,0.4767316,0.0011856696,0.8100324213262958,42.02378845214844,0.9919484806573589,0.9919267715433686,0.69374007,0.026995737,0.3744495799880652,1.2107880115509033
0.965412575190386,0.9676576939486218,0.64212656,0.012195442,0.4586087298480086,12.708996772766113,0.3876835235970065,0.7343793433763229,0.4325393,0.004297926,0.9106292816365394,44.17583084106445,0.9985364682229396,0.9980616961292036,0.6510518,0.029588412,0.44526627678544584,0.9622880816459656
0.9912987578999275,0.9898605847653046,0.7597569,0.026397469,0.3490500030907284,15.365194320678711,0.6145518371427674,0.8213771836505332,0.37231192,0.0044228514,0.7796363370794387,37.04753494262695,0.9992760902660781,0.999032200502755,0.76187664,0.023818178,0.3466112043034605,0.6779869794845581
0.7702779730723484,0.8783376116212182,0.45550725,0.0032172205,0.9119324680881435,21.909893035888672,0.35784496887779205,0.6951690600357957,0.3472155,0.0028044612,0.909884010318403,43.371246337890625,1.0,1.0000000000000002,0.73516464,0.048564065,0.3652039242867856,0.5767780542373657
0.986843541180612,0.9878054242723899,0.7617261,0.030318554,0.3193384998838962,15.651908874511719,0.448024415721549,0.7182241613759288,0.28352135,0.0017743689,0.9303717261126221,74.99433898925781,0.9978016982651057,0.9972933244070035,0.7642419,0.048969656,0.31892555770472386,0.9526551961898804
0.8889665001898822,0.9259740760465561,0.62260664,0.0037155917,0.5307645119533896,11.438337326049805,0.37208402272264174,0.705439947734641,0.42848808,0.0022581613,0.8565691456782002,41.72266387939453,0.9985142921362399,0.9980582446932144,0.6781351,0.012301277,0.4453360502360125,0.7156556844711304
0.9113797251280524,0.9490491868601308,0.68853295,0.0029740601,0.4132691507092988,11.473001480102539,0.4687160302537227,0.735825950733214,0.48709005,0.00084863894,0.6414802108438372,29.37835693359375,0.9977659594962264,0.9972840719281432,0.7477619,0.024267225,0.3406851488582391,0.9086933135986328
0.9123860908385778,0.9516319356033568,0.6538276,0.0021737884,0.44917605530996535,17.90198516845703,0.4236972458274765,0.7400284323714835,0.35252604,0.0020883824,0.74460400608334,56.247886657714844,0.9854639443561195,0.9865561275581812,0.6930419,0.00991782,0.42362229615501734,1.7226442098617554
