proposed_ARI,proposed_NMI,proposed_Silhouette,proposed_Dunn,proposed_Davies-Bouldin,proposed_MAE,baseline_ARI,baseline_NMI,baseline_Silhouette,baseline_Dunn,baseline_Davies-Bouldin,baseline_MAE,gt_centralized_ARI,gt_centralized_NMI,gt_centralized_Silhouette,gt_centralized_Dunn,gt_centralized_Davies-Bouldin,gt_centralized_MAE
0.8087411034103772,0.9041606753724414,0.58572394,0.004454471170902252,0.6698577095753676,29.946950912475586,0.3704689688578368,0.6765529552865758,0.30129746,0.0012417396064847708,0.9258301759935142,58.19677734375,0.9991014557232394,0.9987438948701026,0.7492797,0.035284746,0.372017082551417,0.8594123721122742
0.8561283632735481,0.9170439335846948,0.62984824,0.0003548816603142768,0.5430402222733506,25.59994888305664,0.39489483619313165,0.6826546694091659,0.40076175,0.001999407075345516,0.9707701783695634,42.8376579284668,0.9991268483106426,0.9987492793903017,0.75205606,0.014129406,0.329712478813896,0.5304743051528931
0.8173944990450969,0.890179902231281,0.61869377,0.0039376867935061455,0.6020164392342118,24.78451919555664,0.8195315524224371,0.9201923925046666,0.5670303,0.002100032987073064,0.6346364434948091,25.2752685546875,0.9926532682329766,0.991614771844309,0.71147645,0.011245301,0.41655293515750963,0.9393488168716431
0.7595421042992668,0.8698883926430181,0.48259303,0.002409236738458276,0.608682355861591,31.857513427734375,0.4002591083037568,0.6865460643618897,0.3201882,0.0012836697278544307,0.7407620024733591,55.30995559692383,0.9986905872842374,0.9984099990462435,0.7091671,0.025503576,0.3894069038392157,0.7238937616348267
0.7373735525796732,0.8659157499190143,0.51055163,0.0008098076796159148,0.7000186579647674,33.40568923950195,0.5151237910608838,0.7625720346542573,0.3863146,0.0012375746155157685,0.8039224233643102,40.075462341308594,0.9995594804518597,0.9993740568614959,0.7578446,0.0055345343,0.32785330717495187,0.7981282472610474
0.6800576517806466,0.8280367576696376,0.53795236,0.0015116047579795122,0.7630880569383434,29.856243133544922,0.4442677621596127,0.7537700061278677,0.42571893,0.002453227061778307,0.9122224571147748,39.47357940673828,0.9973051361167832,0.996713956060632,0.70518064,0.011244749,0.4118588825047958,1.0337111949920654
0.7503506521638069,0.865148962353789,0.5526287,0.0016945017268881202,0.6842879557373682,25.001298904418945,0.5515623171303513,0.7959591316371665,0.45096132,0.0015284421388059855,0.9448982247707225,36.979122161865234,0.9977923042071231,0.9971077743268526,0.66196716,0.010336648,0.4201485267340946,0.8061307668685913
0.663607698845737,0.8011448127635161,0.47396553,0.0007733125239610672,0.8320855901141477,34.339847564697266,0.5169460692364893,0.7741126876045021,0.49304435,0.002815436339005828,0.7646574629824279,34.79851531982422,0.9903076855078993,0.9899938211274852,0.6659664,0.01115495,0.44461868753900885,1.6917997598648071
0.7317624432331995,0.8520810264771626,0.5211886,0.002853771671652794,0.6521695870518357,30.53094482421875,0.5253304653769657,0.7733778936097764,0.5138645,0.002703390084207058,0.7348652422955236,39.75231170654297,0.9986607458024989,0.9984036659072917,0.72076106,0.019254623,0.391855651506345,0.8360171318054199
0.7249249272416267,0.8526191152095902,0.466779,0.0018731429008767009,0.733924492847952,40.385597229003906,0.7161616445832033,0.8681196089260066,0.5823951,0.0017968728207051754,0.6653898705072557,21.467548370361328,0.9981472945471191,0.9977636806328829,0.69440794,0.0038213423,0.4072312886325221,0.8431628942489624
0.7813300648560544,0.8822161837266638,0.56173724,0.00382410641759634,0.6353485137674711,29.96206283569336,0.4158971491231523,0.6670573311614877,0.36434242,0.0011115319794043899,1.035415153801412,37.649818420410156,0.9949030719697609,0.994521967688604,0.69070303,0.015546094,0.4088100849630547,0.8633720278739929
0.7492929007045948,0.8806329975675814,0.43208492,0.003546215360984206,0.7557619062364174,27.04816246032715,0.732249695865473,0.8819898679030697,0.54510057,0.0019950007554143667,0.7320194933297747,27.907703399658203,0.9943017400157058,0.9944470077947423,0.6847631,0.013498352,0.46330899404019776,1.01513671875
0.8715144615267837,0.9405351573172935,0.64153504,0.008414431173148733,0.42668447438224727,29.101587295532227,0.2869090192268797,0.6343360403626987,0.47767228,0.0006556504427050817,0.6696276782856921,54.65564727783203,0.9995644068858575,0.9993748232066669,0.7223108,0.016363725,0.3783999819285644,0.5055786371231079
0.8344357929836258,0.9114833898410886,0.5880845,0.0020721014589071274,0.5164773678844038,25.681005477905273,0.3971473430791453,0.6632988866861445,0.24348442,0.0014009539736434817,1.2018064218665125,55.6424560546875,1.0,1.0,0.7532595,0.07893679,0.3653829681665982,0.4464573860168457
0.6356310967009672,0.8039003388138068,0.36744574,0.001950798905454576,0.7420600666804844,33.75872039794922,0.5582699082959494,0.8052910461689244,0.49233496,0.0020233357790857553,0.7883484187919905,39.287681579589844,0.9981947064666343,0.9974866350081024,0.6860296,0.028625587,0.4024267916374201,0.7076999545097351
