ARI,NMI,Silhouette Score,MAE,Communication Cost,Index,TotalIterations
0.8403688766804132,0.9217969604294626,0.6440969,7.974246025085449,14508558,21,10
0.9674948222026543,0.9740057784462455,0.7342285,6.301609039306641,14303709,22,10
0.7545592589918488,0.8499278987805441,0.5221277,10.50228214263916,14708304,23,10
0.6831707170209451,0.8261821853922577,0.38043672,16.39756202697754,14516577,24,10
0.9310595298581295,0.9485338665241395,0.6759392,7.0120649337768555,14584374,25,10
0.6867721673157486,0.8192027781430329,0.3588593,19.73050880432129,14487417,26,10
0.7564250408060291,0.8419848036682795,0.48256993,10.502498626708984,14810364,27,10
0.7995659381584147,0.8918444777037682,0.61776847,7.389339447021484,14392647,28,10
0.7572975149943973,0.8731133795596919,0.51830137,9.431123733520508,14441490,29,10
0.790086322432525,0.8811823773315058,0.47074792,8.39826488494873,14432742,30,10
0.9868878650066902,0.9866272032265877,0.7424767,4.600869655609131,22458870,1,15
0.8728945673647576,0.9332904649099264,0.64949065,7.166118621826172,22947624,2,15
0.9913563773667664,0.9914887359414954,0.77183974,4.397963047027588,22608558,3,15
0.8805269484842924,0.9324805577427495,0.6304982,7.634434700012207,22741236,4,15
0.7909318357589364,0.9022795899413164,0.6158567,9.185354232788086,22492890,5,15
0.8950478369236571,0.9451666383744046,0.69227993,4.354193687438965,22729896,6,15
0.9578981384931043,0.9705499262077452,0.7379545,5.278918266296387,22357944,7,15
0.8034005351431738,0.9030611244221102,0.6168362,8.725027084350586,22662990,8,15
0.8748527383529635,0.9321672230885653,0.62644774,5.585376739501953,22618764,9,15
0.9760823591853351,0.9797054724801231,0.7721034,6.631129264831543,22744638,10,15
1.0,1.0,0.7697023,2.3152689933776855,22755978,11,15
0.7586589153580126,0.8882233745403166,0.48649323,9.673185348510742,22415778,12,15
0.8934847328284606,0.9388538656084973,0.71065,8.215946197509766,22864842,13,15
0.9887155737960657,0.9889798753475256,0.6964675,3.9158217906951904,22376088,14,15
0.7988996623615333,0.8907029092619382,0.489803,9.295267105102539,22575672,15,15
0.993328126430712,0.9941135854003746,0.73034143,3.4950573444366455,22558662,16,15
0.9646359190309014,0.9737146896384313,0.65390575,4.342209815979004,22656186,17,15
0.8728313710188947,0.9207090582894083,0.6142876,6.637391090393066,22793400,18,15
0.9978083544905418,0.9975661811742191,0.7701941,4.48123836517334,22682268,19,15
0.8837170759383287,0.9297870901805252,0.6600105,4.570765018463135,22461138,20,15
0.9873801940487767,0.9885119400566086,0.7347242,2.660858392715454,22649382,21,15
0.9977577766031462,0.9975542788086605,0.7479576,2.9928715229034424,22770720,22,15
0.780148826246161,0.8604010527367972,0.57239366,9.02318000793457,22794534,23,15
0.9071467624625187,0.9379166410634991,0.6605452,6.1132917404174805,22670928,24,15
0.951161824932348,0.967197893869263,0.6898339,5.317507743835449,22367016,25,15
0.9269888250916637,0.946649020289958,0.67178977,5.5041704177856445,22659588,26,15
0.8696304573899937,0.9258626837757645,0.6023611,5.849296569824219,22245678,27,15
0.9448530229791565,0.9598167363349961,0.6952063,5.0480828285217285,22678866,28,15
0.8429492392423379,0.9122619020788459,0.6161214,8.207941055297852,22805874,29,15
0.9531300590635117,0.9635592753989513,0.62719405,5.0067138671875,22799070,30,15
0.9913888019482308,0.990912201488392,0.7436628,4.047111511230469,31092417,1,20
0.927364245029351,0.958472934557824,0.66862375,4.312613487243652,30430647,2,20
0.9887412945971438,0.9883767776483244,0.7704525,3.858020782470703,30890808,3,20
0.9312121372163135,0.9505425026898889,0.66457677,5.305588245391846,30427569,4,20
0.9694701021607973,0.9744667747160645,0.7498333,3.9030914306640625,30878496,5,20
0.7970792629897149,0.88572830139027,0.61872363,8.321581840515137,30567618,6,20
1.0,1.0,0.75474757,2.9922428131103516,30767688,7,20
0.9256186400690223,0.9506609819290096,0.6826285,5.974064826965332,30349080,8,20
0.9757895058968223,0.9792885919504646,0.7136418,4.218690872192383,30718440,9,20
0.9955680660360753,0.9951235820658522,0.7820721,3.7936878204345703,30364470,10,20
0.9959139968780152,0.9957862399955264,0.7691697,3.4601378440856934,30612249,11,20
0.9386318438356402,0.9648973610215702,0.67988783,5.7086896896362305,30510675,12,20
0.9779837184854387,0.9808634611117036,0.79006284,4.13908576965332,30796929,13,20
0.9910639035365407,0.9908405077457526,0.6995653,3.4571056365966797,30693816,14,20
0.9474149164273122,0.9635445269710232,0.63051933,3.4355416297912598,30876957,15,20
0.7687654304611212,0.8835845143470669,0.4789814,9.81622314453125,30466044,16,20
0.9458316938721342,0.9669984799760062,0.64316124,4.191638946533203,31093956,17,20
0.9100183675556203,0.9477169608574306,0.6553789,4.637929439544678,30638412,18,20
0.9978083544905418,0.9975661811742191,0.7701941,3.6834635734558105,30593781,19,20
0.9083783785563928,0.9394597260665891,0.67529374,4.578517436981201,30655341,20,20
0.9642996055018405,0.9731835895069102,0.7232991,3.6305973529815674,30670731,21,20
0.9977688965194785,0.9975562712899468,0.74864846,2.2520084381103516,30798468,22,20
0.8602219914537413,0.9214701567058875,0.59331006,6.28847599029541,30976992,23,20
0.9692818143475848,0.97341614833978,0.6975389,3.3244831562042236,30501441,24,20
0.9813719720575447,0.9823483042361711,0.7119546,2.5982742309570312,30776922,25,20
0.8581338896732424,0.9104289776433923,0.59572744,6.978217124938965,30884652,26,20
0.9709817615803327,0.9750126820659017,0.6925182,4.866076469421387,31001616,27,20
0.8513711893824314,0.9156073910459529,0.6180597,5.292340278625488,30830787,28,20
0.9516858069211297,0.9664772134241386,0.71228945,3.9387810230255127,30786156,29,20
0.967586278656361,0.9707274717100851,0.6210473,3.648827075958252,30869262,30,20
0.9913888019482308,0.990912201488392,0.7436628,4.412768363952637,47139732,1,30
0.9577700299516826,0.9699783334851941,0.7072606,3.873675584793091,46977651,2,30
0.9913563773667664,0.9914887359414954,0.77183974,3.5432181358337402,46453824,3,30
0.9824036531207296,0.9843356740225108,0.7144259,3.6191680431365967,46902483,4,30
0.9655643686261787,0.9711329849937117,0.749636,3.8908932209014893,46406844,5,30
0.8956848633413533,0.9434040081685391,0.69061977,4.691672325134277,46923624,6,30
1.0,1.0,0.75474757,2.9389126300811768,46691073,7,30
0.9718418963313447,0.9772666584556455,0.7063947,2.811371326446533,46998792,8,30
0.9843443934956692,0.98495541300101,0.71814245,3.3041234016418457,46871946,9,30
1.0,1.0000000000000002,0.7828263,2.534675121307373,46846107,10,30
0.9934582577155193,0.9933003209203943,0.7682492,1.8548839092254639,46519596,11,30
0.906820513785612,0.9555389827079157,0.6431873,5.797684669494629,46841409,12,30
0.9737803074810508,0.9785345115795482,0.78867495,4.063419342041016,46484361,13,30
0.9909925511246022,0.9908288479581847,0.6979576,2.9075894355773926,47113893,14,30
0.9590069189017645,0.9669193258774673,0.6404103,4.0751848220825195,47127987,15,30
1.0,1.0,0.73310655,2.8127214908599854,47221947,16,30
0.9352908528802639,0.9584884631685141,0.6365985,4.888685703277588,47325303,17,30
0.964550278964601,0.9675440540633189,0.694475,3.1045665740966797,47306511,18,30
0.9978083544905418,0.9975661811742191,0.7701941,4.995750427246094,46679328,19,30
0.9097817358173943,0.9389177167802853,0.6736663,4.300848960876465,46709865,20,30
0.9868140855639252,0.990032461084208,0.7338824,2.5273756980895996,47454498,21,30
1.0,1.0,0.7482335,1.7725837230682373,47160873,22,30
0.8699768595205747,0.9257859957147279,0.5942053,5.474694728851318,46430334,23,30
0.9870712036632873,0.9878224263077308,0.7018473,3.4186644554138184,47078658,24,30
0.9715970286697445,0.9753917499125582,0.7071224,3.237598419189453,47508525,25,30
0.9711684217840998,0.9729518616204715,0.69798225,3.9573841094970703,47174967,26,30
0.9429946026915915,0.9573877311416712,0.68251765,4.9618754386901855,46404495,27,30
0.8579771932990254,0.9192688878411398,0.6277827,4.542153358459473,47142081,28,30
0.9615653249416687,0.9724875985159582,0.71468824,3.8351833820343018,46648791,29,30
0.9552541128799632,0.961306174461922,0.61697084,3.429394483566284,47297115,30,30
